gene_id,UP_90_10_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_11_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_12_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_1_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_2_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_3_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_4_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_5_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_6_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_7_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_8_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_9_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out
ENSGALG00000006864,113,154,41,89,42,286,253,96,2333,43,38,210
ENSGALG00000006861,141,315,176,98,51,232,161,130,147,43,99,189
ENSGALG00000006860,639,1057,608,804,203,1518,834,602,1029,300,466,811
ENSGALG00000006868,334,480,265,188,109,627,198,250,566,108,149,291
ENSGALG00000020943,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000040392,0,5,4,0,0,0,0,0,0,3,0,0
ENSGALG00000039146,32,44,54,10,6,139,22,0,19,12,3,10
ENSGALG00000042611,110,306,151,78,51,256,171,135,437,144,121,108
ENSGALG00000042612,902,1629,706,542,410,1609,1037,587,1758,754,443,741
ENSGALG00000039145,116,253,232,199,79,294,290,183,306,55,200,261
ENSGALG00000012747,765,964,599,1437,233,1992,1444,493,1355,214,519,823
ENSGALG00000039140,21,13,27,7,2,39,11,12,34,8,8,18
ENSGALG00000042617,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042619,0,4,0,4,0,0,0,0,0,0,0,0
ENSGALG00000012748,1208,609,202,499,292,1825,1579,869,1450,150,246,1411
ENSGALG00000054186,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043569,201,201,118,252,72,384,378,244,276,57,138,237
ENSGALG00000025235,0,0,0,2,0,0,0,0,0,0,0,0
ENSGALG00000025234,1,1,0,1,2,1,0,0,1,0,1,1
ENSGALG00000025231,0,0,0,1,0,1,1,0,0,0,0,0
ENSGALG00000025230,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000025233,1,1,1,1,0,1,2,0,0,1,1,1
ENSGALG00000025239,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000025238,1,1,1,2,3,2,4,1,8,0,1,1
ENSGALG00000048551,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048550,0,0,0,0,0,0,0,0,6,0,0,0
ENSGALG00000048553,0,0,0,0,0,2,0,0,0,0,0,0
ENSGALG00000048552,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048555,1,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048554,0,4,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048557,4,2,0,4,4,0,10,0,4,0,0,0
ENSGALG00000048556,1,2,1,1,1,3,1,1,2,2,1,1
ENSGALG00000048559,0,4,4,0,0,0,3,1,4,0,0,0
ENSGALG00000048558,1,1,0,1,0,1,2,0,0,1,1,1
ENSGALG00000002412,555,1083,542,427,389,900,552,408,1199,531,340,549
ENSGALG00000002413,72,98,53,74,45,67,79,0,219,25,62,94
ENSGALG00000002417,603,901,353,331,275,831,398,387,1011,323,281,538
ENSGALG00000002414,435,541,311,338,127,1066,400,171,403,123,184,397
ENSGALG00000002415,473,710,487,451,165,1018,500,376,539,201,312,641
ENSGALG00000014371,513,476,297,383,157,822,455,414,420,143,250,537
ENSGALG00000014372,11,5,0,0,0,55,0,0,37,3,0,2
ENSGALG00000002419,75,177,87,121,23,222,148,79,198,74,80,78
ENSGALG00000018803,151,242,103,111,102,219,138,113,309,96,106,188
ENSGALG00000008459,3193,4377,1949,3146,1267,5840,3465,2524,5459,1029,2103,3973
ENSGALG00000008452,1580,2774,1430,1980,791,2853,2237,1674,2085,571,1214,2065
ENSGALG00000008454,463,794,454,533,169,1610,584,364,664,193,256,489
ENSGALG00000008456,37,60,26,44,21,76,58,59,130,23,22,37
ENSGALG00000008457,935,925,669,504,292,1460,928,446,1299,251,382,934
ENSGALG00000029935,225,129,95,126,48,285,163,128,195,41,43,197
ENSGALG00000029932,21,16,13,58,23,43,30,27,26,8,26,55
ENSGALG00000029930,112,104,24,62,23,139,86,52,178,22,38,108
ENSGALG00000029931,4,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000029939,27,64,14,34,12,83,48,18,101,12,14,25
ENSGALG00000030982,0,0,0,0,0,7,0,0,0,0,0,0
ENSGALG00000014821,169,183,185,28,37,888,124,16,80,62,16,47
ENSGALG00000009328,5659,9691,5440,5085,2194,12345,5264,4296,9740,3728,3213,5594
ENSGALG00000009320,614,812,448,787,251,1273,890,655,673,206,458,759
ENSGALG00000009322,613,1004,563,685,195,1287,736,428,781,214,412,753
ENSGALG00000009325,328,588,342,386,135,992,438,347,604,133,179,502
ENSGALG00000025909,0,1,2,3,0,0,10,0,0,0,1,0
ENSGALG00000025907,250,406,180,133,72,390,186,195,465,205,115,239
ENSGALG00000025906,38,47,15,16,7,36,14,19,43,10,11,44
ENSGALG00000025904,866,846,513,1106,401,2368,1156,564,1108,262,530,797
ENSGALG00000004297,829,729,247,257,631,437,262,613,768,495,197,773
ENSGALG00000051893,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049007,21,75,17,12,6,29,15,57,32,13,8,46
ENSGALG00000054578,38,47,16,14,24,49,13,6,70,22,21,14
ENSGALG00000054579,30,62,28,37,25,114,52,16,119,18,32,54
ENSGALG00000054576,0,1,0,2,0,0,0,0,1,0,0,0
ENSGALG00000054577,18,42,9,15,7,18,21,11,18,7,6,16
ENSGALG00000054574,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054575,0,2,2,0,0,2,0,0,1,0,0,0
ENSGALG00000054572,9,13,3,0,0,5,0,0,4,8,0,5
ENSGALG00000054573,0,0,1,0,0,0,0,0,0,1,0,0
ENSGALG00000054570,13,19,7,32,10,51,40,14,16,3,25,38
ENSGALG00000054571,25,34,19,13,8,48,26,15,25,5,8,16
ENSGALG00000017050,63,68,6,52,29,157,114,66,232,24,32,67
ENSGALG00000017052,244,148,29,49,102,163,118,159,108,80,65,221
ENSGALG00000017053,636,896,450,618,301,1508,1084,643,1087,177,450,848
ENSGALG00000007406,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000007404,820,1042,557,694,347,1447,727,823,1199,300,399,933
ENSGALG00000007403,3671,6275,2866,3068,1490,4222,3702,4385,6319,1594,2238,4845
ENSGALG00000027219,0,0,3,0,0,0,0,0,11,0,0,0
ENSGALG00000027216,3,3,5,9,1,7,0,9,5,2,1,7
ENSGALG00000027213,57,104,58,44,36,246,89,0,193,15,45,92
ENSGALG00000028697,394,479,96,359,70,519,447,385,1127,231,143,195
ENSGALG00000016094,29,63,42,63,5,55,51,49,78,11,29,48
ENSGALG00000016098,593,896,419,423,270,977,455,344,1117,298,401,666
ENSGALG00000047073,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047072,31,51,0,17,0,97,34,0,77,13,25,27
ENSGALG00000047071,3,13,4,1,1,0,1,0,5,0,0,0
ENSGALG00000047070,0,4,6,3,0,15,24,4,24,2,2,1
ENSGALG00000047077,1253,1722,922,623,552,1458,984,1228,2394,549,595,1310
ENSGALG00000047076,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047075,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047074,25,17,13,25,0,29,19,0,23,4,16,35
ENSGALG00000047079,1,0,1,1,0,1,1,0,1,0,1,0
ENSGALG00000047078,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000029212,0,9,11,6,0,17,0,0,59,5,0,0
ENSGALG00000029211,8,19,8,0,0,6,0,0,4,0,0,0
ENSGALG00000009845,19603,17349,6472,11114,5420,28407,18073,14534,24334,2815,7224,25752
ENSGALG00000052738,5,11,0,12,0,9,2,0,12,2,0,5
ENSGALG00000045505,11,17,2,18,6,11,15,0,21,4,3,8
ENSGALG00000045507,6,2,0,1,1,6,3,12,6,0,0,3
ENSGALG00000052739,3,9,6,2,0,7,2,5,4,1,0,5
ENSGALG00000015540,768,1026,527,989,352,1352,1247,325,1004,331,649,726
ENSGALG00000015542,378,787,455,304,133,565,299,449,249,113,266,581
ENSGALG00000015543,161,497,261,176,98,313,303,149,456,188,231,377
ENSGALG00000052628,617,2501,1103,262,169,431,367,506,681,826,486,900
ENSGALG00000052629,6167,9943,5403,6795,2483,11709,7357,5667,8912,2932,4245,7551
ENSGALG00000015546,569,936,384,498,198,1272,602,512,712,264,245,539
ENSGALG00000015547,201,396,172,182,84,509,264,186,449,90,118,267
ENSGALG00000052624,4,8,8,1,1,26,5,3,3,6,0,7
ENSGALG00000052625,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052626,146,97,33,55,48,182,222,17,433,18,36,240
ENSGALG00000052627,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052620,5,0,0,2,0,0,0,0,0,0,0,0
ENSGALG00000052621,0,0,0,0,0,0,0,0,0,1,0,0
ENSGALG00000052622,0,1,0,0,0,0,1,0,0,0,0,0
ENSGALG00000052623,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000003820,718,1426,911,823,257,2338,797,457,631,292,393,796
ENSGALG00000003821,73,113,50,24,30,275,65,78,240,73,29,51
ENSGALG00000050666,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050667,18,22,10,11,6,22,8,8,38,23,11,16
ENSGALG00000050664,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050665,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050662,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050663,7,2,1,8,0,1,3,2,3,0,0,0
ENSGALG00000050660,2,1,1,1,0,3,1,0,1,0,0,0
ENSGALG00000050661,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052736,10,21,6,9,0,19,26,6,3,9,2,6
ENSGALG00000050668,28,29,7,41,9,59,43,27,22,11,21,24
ENSGALG00000050669,0,3,0,2,0,18,0,0,0,0,0,0
ENSGALG00000004362,219,385,194,116,54,299,206,233,208,59,126,361
ENSGALG00000003826,707,1155,613,789,311,1907,1053,649,1100,283,438,852
ENSGALG00000014638,4695,6967,3697,6069,2406,10651,7546,4189,11693,3331,3486,5135
ENSGALG00000011041,690,1280,572,609,331,1000,1123,530,1207,238,484,1116
ENSGALG00000011040,130,354,209,323,59,335,374,133,321,41,190,351
ENSGALG00000011047,1273,1519,714,1093,425,2115,1639,1024,1593,355,605,1324
ENSGALG00000011046,273,460,179,278,87,516,287,118,183,84,132,359
ENSGALG00000046858,279,494,161,86,58,238,99,70,235,137,94,204
ENSGALG00000046859,0,6,0,0,0,5,0,0,0,0,0,0
ENSGALG00000046852,4,0,3,0,0,15,0,0,24,0,0,0
ENSGALG00000046853,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046850,190,43,18,75,17,239,123,32,235,9,26,73
ENSGALG00000046851,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046856,0,0,6,0,0,0,0,0,0,0,0,0
ENSGALG00000046857,24,41,23,33,11,79,74,32,35,7,25,28
ENSGALG00000046854,9,2,15,4,2,13,10,7,3,0,3,0
ENSGALG00000046855,0,0,0,0,0,0,0,0,3,0,0,0
ENSGALG00000008151,2026,3354,1421,780,693,1902,1264,1489,2782,900,848,2025
ENSGALG00000008150,30,187,83,0,19,298,13,86,71,86,9,56
ENSGALG00000008153,33,45,2,12,10,54,17,7,36,14,13,21
ENSGALG00000008152,169,228,57,106,52,430,217,91,203,55,94,150
ENSGALG00000008155,107,173,81,120,48,293,194,68,148,43,81,129
ENSGALG00000008154,814,1584,877,1058,363,1765,1249,853,1190,253,795,1574
ENSGALG00000044755,7,12,6,3,2,36,0,0,3,4,4,0
ENSGALG00000036284,145,189,133,238,69,240,169,51,163,71,96,197
ENSGALG00000036286,305,556,223,171,157,440,200,216,536,218,127,267
ENSGALG00000036282,536,825,386,500,241,931,474,487,1157,233,281,464
ENSGALG00000036283,301,790,483,73,81,301,128,197,596,222,119,231
ENSGALG00000050082,0,2,0,1,0,1,0,0,1,0,1,0
ENSGALG00000050083,3,0,0,0,0,17,8,0,18,0,0,5
ENSGALG00000050080,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050081,0,4,7,1,4,8,5,2,1,2,2,0
ENSGALG00000050086,456,811,259,396,198,641,699,327,1233,278,369,477
ENSGALG00000050087,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000000764,850,1948,709,585,391,1315,655,1224,1615,468,441,1096
ENSGALG00000050085,1,2,0,1,1,6,0,0,3,3,0,0
ENSGALG00000050088,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050089,0,2,0,6,0,16,0,0,105,0,1,3
ENSGALG00000010399,897,1232,591,851,523,2780,1072,795,2447,284,602,1565
ENSGALG00000010397,810,1674,908,1377,429,1768,1231,867,1713,375,835,1388
ENSGALG00000010395,274,414,207,155,152,722,240,137,349,179,115,193
ENSGALG00000010392,581,989,377,859,264,668,768,365,1355,273,320,441
ENSGALG00000010390,228,303,172,315,76,481,253,187,301,71,146,328
ENSGALG00000010391,152,271,98,52,23,307,107,21,51,9,13,116
ENSGALG00000042613,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042614,1157,1774,1018,1274,440,2817,1607,1062,1668,371,810,1703
ENSGALG00000039141,685,1123,525,471,276,1251,626,527,1156,561,380,591
ENSGALG00000005688,157,416,222,110,66,663,157,169,397,113,94,232
ENSGALG00000005689,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000005682,35,63,15,19,0,82,25,29,70,0,25,47
ENSGALG00000005683,693,799,586,617,183,2049,819,502,874,250,331,667
ENSGALG00000005687,665,1474,740,508,241,1106,613,726,924,229,357,798
ENSGALG00000005684,187,488,151,121,64,196,85,189,287,111,123,299
ENSGALG00000005685,117,207,133,390,44,597,284,54,152,64,78,215
ENSGALG00000051289,30,56,7,10,9,36,4,1,1,9,11,19
ENSGALG00000010020,275,286,164,133,94,617,148,139,220,86,97,190
ENSGALG00000010022,906,1198,770,1040,340,1752,1146,770,995,229,479,1333
ENSGALG00000051288,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000010025,936,1521,870,916,333,2298,1293,980,1054,234,531,1338
ENSGALG00000010026,3341,3966,2039,2368,993,6430,3656,3451,3719,741,1430,4134
ENSGALG00000010027,126,220,74,192,54,240,210,96,336,58,136,149
ENSGALG00000010029,5,12,0,4,0,0,0,0,31,5,0,0
ENSGALG00000031388,462,960,630,562,144,1006,650,627,820,197,335,790
ENSGALG00000006083,297,485,365,396,119,656,286,251,434,103,217,358
ENSGALG00000006087,388,856,383,183,83,759,375,368,724,212,137,366
ENSGALG00000006088,420,730,385,512,208,817,490,390,614,137,281,587
ENSGALG00000051282,46,55,37,40,3,103,40,29,70,15,27,58
ENSGALG00000007938,3,0,7,2,0,1,0,0,0,3,1,2
ENSGALG00000007932,292,420,243,299,129,779,330,272,428,138,204,365
ENSGALG00000007930,496,707,522,397,220,1183,608,529,1197,321,288,731
ENSGALG00000007931,1471,2955,1810,1206,525,2444,1189,1202,1882,518,816,1912
ENSGALG00000007936,6346,15702,10609,6627,2331,10870,7641,5951,9419,3100,4422,9616
ENSGALG00000007937,1506,2583,1396,2019,723,3943,2376,1515,3488,853,1095,1938
ENSGALG00000007934,1752,2591,1414,1694,815,3121,1950,1471,2819,632,891,2017
ENSGALG00000047819,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000028960,177,379,126,175,90,288,186,169,446,173,113,199
ENSGALG00000045087,1,2,1,1,2,0,3,4,0,3,0,0
ENSGALG00000047815,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047814,514,247,67,79,223,135,54,206,110,289,39,189
ENSGALG00000047817,6,10,9,10,0,0,0,0,9,0,3,10
ENSGALG00000051284,4,13,16,0,1,1,4,1,2,0,1,5
ENSGALG00000047811,2,0,6,4,0,13,0,0,12,0,3,0
ENSGALG00000047810,0,0,0,6,0,0,0,0,0,0,0,0
ENSGALG00000047813,1048,892,557,744,379,1728,1280,909,1100,223,472,1312
ENSGALG00000047812,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000006332,651,1013,600,650,262,1500,727,427,807,221,280,774
ENSGALG00000006331,65,86,46,69,21,196,97,47,113,10,19,54
ENSGALG00000030920,2,17,2,4,0,0,3,1,6,1,5,3
ENSGALG00000006334,503,612,288,232,106,624,305,303,487,150,158,388
ENSGALG00000035252,5950,9266,5145,3771,1892,11797,4773,4880,6262,1723,2574,5990
ENSGALG00000035254,378,636,209,147,92,443,110,150,540,264,135,270
ENSGALG00000017553,1063,1802,996,522,381,1595,1325,1142,2349,508,470,1710
ENSGALG00000007689,53,75,65,24,9,25,28,23,78,19,19,29
ENSGALG00000017558,167,301,136,184,99,230,241,137,442,114,144,204
ENSGALG00000007687,1272,1710,836,828,459,1823,943,879,1064,336,524,1178
ENSGALG00000007680,226,374,181,189,79,348,214,164,159,56,117,202
ENSGALG00000007681,99,111,26,22,41,81,35,20,84,45,19,39
ENSGALG00000007683,334,559,271,312,142,846,452,278,676,163,232,356
ENSGALG00000053531,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042360,6,0,0,0,0,4,4,0,27,0,0,10
ENSGALG00000042365,42,64,21,3,10,94,0,0,117,28,9,44
ENSGALG00000003304,535,1074,368,539,358,1403,671,488,1453,436,360,512
ENSGALG00000003307,1772,2709,858,1324,550,2933,1821,919,1994,607,732,2094
ENSGALG00000003301,19,27,19,8,17,31,22,27,23,17,9,21
ENSGALG00000003302,0,3,0,0,0,0,0,0,0,0,0,0
ENSGALG00000003308,747,1224,621,733,267,1678,699,701,1101,272,482,861
ENSGALG00000042944,9,27,22,0,0,0,0,0,7,7,0,0
ENSGALG00000042941,644,1232,515,360,306,1259,592,350,1298,382,250,671
ENSGALG00000042948,328,471,279,200,114,675,251,296,289,138,134,380
ENSGALG00000042949,586,1417,696,644,492,1570,584,609,1222,328,373,734
ENSGALG00000048397,0,5,0,0,0,2,6,0,0,0,0,0
ENSGALG00000048396,212,176,64,113,147,173,237,270,449,169,69,198
ENSGALG00000048395,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000026875,6,3,0,0,0,10,0,0,58,0,0,0
ENSGALG00000048393,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048392,0,1,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048391,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048390,98,75,54,13,4,329,32,16,64,121,6,30
ENSGALG00000048399,221,351,62,83,52,163,116,95,319,91,121,224
ENSGALG00000048398,0,0,0,0,0,0,0,0,3,0,0,0
ENSGALG00000043018,3625,5138,2890,5156,1517,7666,6021,2518,5225,1490,2779,4604
ENSGALG00000036502,178,291,92,173,112,361,252,172,463,99,98,201
ENSGALG00000043013,12,0,7,10,0,18,10,0,20,5,0,13
ENSGALG00000036500,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043015,8,13,6,6,3,13,0,0,8,7,6,0
ENSGALG00000038561,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000036504,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000034618,932,1426,710,882,358,1912,1091,855,875,258,519,1259
ENSGALG00000034615,314,516,252,181,141,557,125,354,1061,161,154,352
ENSGALG00000034616,80,234,100,89,21,276,115,84,62,53,75,87
ENSGALG00000034610,1525,2711,1562,1974,582,3641,2251,1382,2090,670,1184,2050
ENSGALG00000020331,168,308,104,69,63,863,158,85,241,88,24,76
ENSGALG00000001245,647,1691,803,477,304,1322,832,824,1390,454,409,944
ENSGALG00000004659,1047,1198,580,1137,483,1948,1360,869,2060,403,697,1105
ENSGALG00000004653,54,72,21,0,19,55,0,24,104,0,0,45
ENSGALG00000004650,723,1140,606,591,240,1105,584,703,1020,236,323,922
ENSGALG00000004657,140,146,64,74,38,165,65,98,174,37,39,137
ENSGALG00000004655,955,1201,740,933,380,1748,1390,901,1632,269,552,1488
ENSGALG00000049118,5,2,1,1,0,7,0,0,15,5,0,2
ENSGALG00000049119,1375,3215,1037,816,467,2006,1153,946,2438,925,725,1280
ENSGALG00000049116,0,0,0,0,0,0,3,0,0,0,0,0
ENSGALG00000049117,9,8,6,9,1,25,6,8,10,2,2,9
ENSGALG00000049114,79,156,50,34,29,78,38,35,118,49,25,74
ENSGALG00000049115,16,23,13,4,1,67,6,1,13,40,1,6
ENSGALG00000049112,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049113,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049110,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049111,21,32,12,32,13,38,33,12,33,8,11,27
ENSGALG00000034094,37,71,24,22,25,39,32,23,68,23,38,64
ENSGALG00000030613,3987,4569,2701,3152,1573,7323,4728,3454,8684,2343,1784,3436
ENSGALG00000019276,556,290,59,49,234,139,49,295,102,177,58,248
ENSGALG00000019277,767,834,27,34,275,98,30,408,52,197,12,270
ENSGALG00000023517,478,707,227,249,93,747,480,155,815,186,156,271
ENSGALG00000026599,0,2,1,1,0,1,4,0,0,1,2,0
ENSGALG00000026598,29,49,9,15,10,25,20,19,27,11,3,13
ENSGALG00000023510,4424,7901,4599,3577,1608,7807,5197,3844,6942,1579,2351,6113
ENSGALG00000026594,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000026591,321,509,189,266,191,493,326,389,798,173,179,418
ENSGALG00000026590,325,627,313,455,131,1006,544,219,731,139,246,403
ENSGALG00000026043,218,393,202,106,64,270,161,154,315,196,101,217
ENSGALG00000038915,186,239,95,200,59,330,286,130,271,75,98,188
ENSGALG00000038913,428,516,196,239,173,421,218,336,492,211,134,334
ENSGALG00000038918,8,16,7,7,0,42,0,0,10,8,2,2
ENSGALG00000038919,0,0,0,0,0,0,0,0,7,0,0,0
ENSGALG00000025589,0,0,1,1,0,2,0,0,0,0,0,0
ENSGALG00000025587,541,146,100,1797,172,1650,897,295,948,29,184,268
ENSGALG00000025586,0,1,1,1,1,0,0,0,2,1,1,1
ENSGALG00000025585,95,61,24,98,18,132,105,92,208,12,30,57
ENSGALG00000025583,104,46,25,110,28,161,89,60,106,12,36,58
ENSGALG00000025582,0,1,0,0,0,2,0,0,0,0,0,0
ENSGALG00000025580,1,5,2,1,2,2,0,1,0,1,1,1
ENSGALG00000013621,587,837,451,762,219,1207,886,509,691,138,384,703
ENSGALG00000041573,611,733,370,261,217,897,409,313,586,289,228,470
ENSGALG00000013627,33,20,11,24,3,20,39,5,30,10,7,9
ENSGALG00000041575,43,66,45,32,0,48,23,0,92,42,23,37
ENSGALG00000013625,77,80,56,41,21,286,38,10,66,27,8,39
ENSGALG00000041577,728,1344,531,224,153,2856,536,259,532,250,122,342
ENSGALG00000013628,1427,1728,985,1276,508,3193,2012,1126,2959,632,738,1392
ENSGALG00000026159,221,333,126,142,127,480,247,146,465,219,106,213
ENSGALG00000013081,52,64,30,9,13,65,0,5,60,28,24,55
ENSGALG00000021802,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042001,328,372,251,251,99,1234,239,162,316,82,108,207
ENSGALG00000015704,733,1103,468,721,429,1146,775,683,1174,323,646,887
ENSGALG00000015705,136,135,86,146,27,268,149,98,226,21,75,176
ENSGALG00000042005,606,1044,455,168,181,552,389,465,857,244,217,718
ENSGALG00000015701,672,1161,505,801,313,1551,1433,938,901,140,756,1077
ENSGALG00000042009,276,602,322,322,64,674,279,140,182,103,177,323
ENSGALG00000042008,3055,6553,2513,1299,1009,3482,2356,3047,4800,1978,1306,3734
ENSGALG00000015708,1361,2769,826,1523,533,2231,1659,1126,3710,644,952,1227
ENSGALG00000015709,417,591,431,386,126,1465,358,339,478,109,205,392
ENSGALG00000038000,31,35,14,11,9,132,0,38,22,8,4,16
ENSGALG00000038003,1831,3552,1685,1207,583,3045,1527,1414,2658,879,771,1785
ENSGALG00000012289,796,950,624,835,262,1434,897,557,826,192,473,1018
ENSGALG00000012282,399,322,169,309,214,596,407,315,550,165,189,540
ENSGALG00000012281,783,1589,701,351,381,1229,812,715,1770,465,398,1067
ENSGALG00000012287,54,129,70,53,15,49,47,56,45,21,36,68
ENSGALG00000012285,5,55,50,18,5,56,4,4,99,0,8,35
ENSGALG00000054077,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000008797,348,356,207,510,170,769,576,229,680,142,234,356
ENSGALG00000008796,212,383,190,236,85,411,317,271,288,53,165,291
ENSGALG00000008795,819,1047,628,1198,271,1576,1010,630,815,180,559,1141
ENSGALG00000008794,212,392,145,132,51,323,222,158,288,75,91,123
ENSGALG00000008793,1451,2150,1001,1140,473,3096,1456,1191,1837,510,685,1410
ENSGALG00000018237,4,8,2,4,3,3,3,16,12,3,4,3
ENSGALG00000008791,353,618,341,324,126,1126,601,419,651,160,211,354
ENSGALG00000054074,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000008798,188,441,230,80,83,298,195,190,280,105,115,280
ENSGALG00000020768,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000024979,49,16,4,109,11,76,41,4,60,15,24,25
ENSGALG00000051845,7,21,12,0,0,8,5,26,17,5,9,10
ENSGALG00000051844,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051847,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051846,1415,2184,552,502,200,2203,1889,2408,10975,215,358,2109
ENSGALG00000051841,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051840,2,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051843,0,0,0,2,0,0,0,0,2,0,0,0
ENSGALG00000051842,0,0,0,0,0,0,0,8,0,0,0,0
ENSGALG00000051849,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051848,400,1066,441,255,123,452,530,384,896,343,362,392
ENSGALG00000025003,65,48,15,72,21,145,73,27,236,11,23,63
ENSGALG00000004324,916,1431,800,1166,504,3313,1533,777,2214,599,633,917
ENSGALG00000045856,51,47,17,65,17,94,54,52,21,18,30,40
ENSGALG00000010627,388,856,449,413,133,1056,482,338,818,159,234,491
ENSGALG00000010624,421,703,383,388,161,945,630,304,608,158,233,470
ENSGALG00000010625,28,53,9,10,4,153,33,0,35,4,9,13
ENSGALG00000010622,572,826,395,588,174,1199,626,315,756,197,368,518
ENSGALG00000010623,30,91,32,11,0,304,4,9,23,11,6,18
ENSGALG00000010620,657,1110,538,587,246,1578,762,589,990,335,311,727
ENSGALG00000001168,1483,2271,906,1254,619,2397,1548,1263,2675,539,698,1602
ENSGALG00000001167,3,8,0,0,0,0,0,11,0,2,0,0
ENSGALG00000004322,155,272,115,179,124,306,245,181,593,123,144,206
ENSGALG00000001165,644,904,515,838,242,1123,1060,692,975,186,669,1044
ENSGALG00000001163,901,1513,689,736,422,1947,951,767,1974,372,486,1011
ENSGALG00000001161,774,1323,687,363,191,2634,531,470,831,266,198,486
ENSGALG00000010629,941,1386,940,1034,319,2924,1254,621,1103,338,543,955
ENSGALG00000028331,8,9,12,4,1,7,10,3,17,4,3,6
ENSGALG00000040910,260,370,287,131,151,429,429,117,494,220,110,257
ENSGALG00000040912,1,0,0,0,0,1,1,0,1,1,0,0
ENSGALG00000016567,464,854,302,251,276,607,339,486,906,269,224,360
